Price,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,
2007-07-09,17.20771598815918,17.27319176226404,16.774327169501923,16.774327169501923,829593
2007-07-10,17.310604095458984,17.429084051257426,16.961398463248,17.210831501102405,750154
2007-07-11,17.531972885131836,17.76581643305603,16.99569368909758,17.148470459792353,1166295
2007-07-12,18.41122817993164,18.576476580164343,17.273193640440137,17.58498307484146,3908189
2007-07-13,19.384014129638672,19.636563548813985,18.46423072490072,18.69183854352809,8536522
2007-07-16,19.642797470092773,20.19154832514788,19.393364416724243,19.393364416724243,3212903
2007-07-17,19.39959716796875,19.817396419394935,19.212523571194104,19.705152261330145,2318746
2007-07-18,19.415189743041992,19.5804396652815,19.14705087806511,19.331006611014367,811312
2007-07-19,19.867286682128906,19.942116135792617,19.331007378909202,19.331007378909202,1529981
2007-07-20,20.001358032226562,20.322501109985307,19.64903446291644,20.204021139550044,1054013
2007-07-23,19.882877349853516,20.07930466222596,19.268649158032545,20.07930466222596,1062964
2007-07-24,20.387975692749023,20.54698826326061,19.711389690764047,19.829869645262878,1707896
2007-07-25,20.38174057006836,20.696647827817344,19.55237775761535,19.55237775761535,1153481
2007-07-26,20.347440719604492,20.57816638435615,20.079301885822932,20.450332754297502,1361826
2007-07-27,19.20317268371582,19.954588177283984,19.01921695347149,19.767513001343666,1516828
2007-07-30,19.683330535888672,19.79869260790746,19.206291226658703,19.455724285689442,1202309
2007-07-31,20.687294006347656,20.827599219243,19.923406965547045,19.923406965547045,1885681
2007-08-01,19.592910766601562,20.51581040673523,19.499373955499436,20.144779504067117,1950428
2007-08-02,20.010709762573242,20.32249912804849,19.518081013159353,19.798691442087076,1215970
2007-08-03,21.29840850830078,21.675675263527015,20.225848233217093,20.253909281393675,3382963
2007-08-06,21.622665405273438,21.825330044488894,20.266378563580968,20.578167928584758,2182129
2007-08-07,21.868982315063477,22.280545861943914,21.650728190038148,21.76297237047014,1522191
2007-08-08,22.324193954467773,22.386551825719962,21.950045174991697,21.950045174991697,2159777
2007-08-09,21.819093704223633,23.069372130128784,21.70061374852485,22.570507606802543,1606445
2007-08-10,21.482358932495117,21.694375688276864,19.705153448237695,20.958551278012607,1078388
2007-08-13,21.510421752929688,22.324195119152336,21.398177578819812,21.82533057114542,452441
2007-08-14,21.76921272277832,22.074766367349614,21.607080665532262,21.884574813075645,655057
2007-08-16,20.927370071411133,21.700610671301902,20.266375176123223,21.20174466675366,1002902
2007-08-17,20.41603660583496,21.513538228722503,19.64279590900428,21.513538228722503,1590004
2007-08-20,20.715356826782227,21.513540765904295,20.57816949573294,20.57816949573294,2446999
2007-08-21,20.802658081054688,21.13939217651498,20.765243353999445,21.10821323730228,3806777
2007-08-22,20.84942626953125,21.17680667976789,20.57816950124747,21.014676197575284,6029434
2007-08-23,20.53763198852539,21.201744780505294,19.960820204622863,21.158094276466606,2559959
2007-08-24,21.02714729309082,21.07703359416505,20.297557035954007,20.578169031459645,4335930
2007-08-27,21.02714729309082,21.420003466013483,20.95231784147947,21.357644037707615,6945017
2007-08-28,21.154979705810547,21.201748110340052,20.889958746810013,21.139390237634046,5554380
2007-08-29,20.942964553833008,21.07703399049101,20.640527295920457,20.646763083671992,5680624
2007-08-30,20.77147674560547,21.20174602495604,20.640523673840292,20.952314558665854,5272234
2007-08-31,21.332698822021484,21.5696602811477,20.76524065027278,20.871250581756126,6776810
2007-09-03,23.85820198059082,24.319651774741512,21.457416203988508,22.324193708780562,14519218
2007-09-04,22.570507049560547,24.070220028046915,22.455144990280953,24.070220028046915,8823340
2007-09-05,21.928220748901367,22.823059339119478,21.834682386524552,22.760701465510273,3558073
2007-09-06,22.08723258972168,22.41773086078726,21.264105581615652,21.264105581615652,3117154
2007-09-07,22.423969268798828,23.010134881642077,22.13712147427734,22.380318753626906,2245883
2007-09-10,22.910358428955078,23.010131018310815,21.893922070967747,22.080995676009756,1813706
2007-09-11,22.720169067382812,23.571358764411862,22.651575401063866,23.003898966392498,3363221
2007-09-12,22.377199172973633,23.01013314722138,22.199479231740977,23.01013314722138,2487267
2007-09-13,23.83637809753418,24.08892903982186,22.44891074171334,22.44891074171334,6392899
2007-09-14,24.453723907470703,25.37974143319145,24.007862007865747,24.007862007865747,11226771
2007-09-17,25.66658592224121,25.997084181602776,24.709389524245697,24.81851579555658,7182786
2007-09-18,28.778249740600586,29.433010400210918,25.87859982507691,25.940959239485817,20130659
2007-09-19,29.06822395324707,29.931885259543137,28.684721433774854,28.684721433774854,9858290
2007-09-20,29.42366600036621,30.493105174148514,28.996512978463638,29.27088764528605,4857502
2007-09-21,29.816516876220703,30.306027715204962,28.871793579242105,29.732335302390172,5945833
2007-09-24,31.24763298034668,31.484592877169902,29.93187887037625,30.056594605546366,4109461
2007-09-25,30.979496002197266,31.864980878779722,30.564814605997267,31.172805403270175,3278054
2007-09-26,30.720706939697266,31.80262058031032,30.555457041364402,31.425353935691376,3084559
2007-09-27,30.764354705810547,31.39105276082243,30.122065633585994,30.745647347510573,1947531
2007-09-28,34.69291305541992,36.41087991999464,30.861011556923327,31.179036654356416,16148876
2007-10-01,38.36268997192383,39.846813407746055,35.23231575072924,35.38197463086076,25467313
2007-10-03,40.342567443847656,42.20083842287267,38.849088500489025,39.282477306131646,16369630
2007-10-04,40.18667221069336,41.74250913163575,39.61297969436623,40.53899579714009,10384820
2007-10-05,43.843971252441406,44.2056469303409,40.53275875161775,40.53275875161775,18241911
2007-10-08,40.49222183227539,46.64384600833591,39.971532055228536,44.96017727626071,19432541
2007-10-09,44.54237365722656,44.54237365722656,39.16087145387671,40.84453996363403,11137128
2007-10-10,46.372589111328125,48.57694768676116,45.08489437502859,45.9111408500672,13914997
2007-10-11,46.425594329833984,47.82865266752636,43.54465131145035,46.76856262823943,4464796
2007-10-12,44.17133712768555,46.52535391364535,43.463570817578855,46.52535391364535,5318595
2007-10-15,45.80513381958008,47.08035701894256,44.897822082637795,47.08035701894256,4754680
2007-10-16,44.713871002197266,46.51601992205284,44.41766952352083,46.45677838474703,3840938
2007-10-17,43.3451042175293,43.94997870086859,40.40803903251775,40.470396906684066,3960226
2007-10-18,41.39329528808594,45.521401951849285,40.5327566507892,44.2742382986398,3835183
2007-10-19,38.30033874511719,41.77992072711326,37.72664316789565,39.28559631405059,3078739
2007-10-22,41.917110443115234,42.13224668480713,35.60959059627265,36.49507561154614,4581436
2007-10-23,46.11068344116211,46.11068344116211,43.27650740304528,43.42616939406688,6989917
2007-10-24,47.092830657958984,49.88647289157297,45.911144219284395,48.29010501410035,7116487
2007-10-25,49.110103607177734,49.69938699498669,47.38590395010984,48.2900961143285,7389943
2007-10-26,52.36832809448242,53.00437847586,48.95110382588571,49.87400356161482,9015295
2007-10-29,52.976314544677734,54.242182517286686,52.69258466007887,53.62795278964749,5816849
2007-10-30,50.846778869628906,53.60924170569554,50.32920546656995,53.60924170569554,6069715
2007-10-31,49.62145233154297,51.13363558223394,48.65801842659438,51.13363558223394,4230303
2007-11-01,51.51089859008789,52.10329840919508,50.51005002928605,50.51005002928605,8944860
2007-11-02,49.534141540527344,51.00890977255492,48.982272857535726,50.02676869703889,4724095
2007-11-05,49.73680877685547,50.506930038011625,47.766290735482215,49.88646766771083,5695956
2007-11-06,49.690040588378906,50.51004817564468,48.9510982365423,49.88646944157413,3321075
2007-11-07,49.89582061767578,51.694852990925106,48.9510973016389,49.761752744374135,3905958
2007-11-08,49.95818328857422,51.37682967364602,48.70166738683755,48.951102003587074,2863283
2007-11-12,48.77025604248047,49.08828429258396,47.47320920512448,48.14044153730529,1988829
2007-11-13,50.204490661621094,50.491336856814534,48.08119747869002,48.951094400437036,1713899
2007-11-14,52.717525482177734,52.717525482177734,50.26061599189713,50.821839948780564,5393819
2007-11-15,52.48680114746094,54.853290301227,51.75721399833778,54.18918047386001,2005975
2007-11-16,51.903751373291016,54.25153617402418,51.44541945115823,51.50778042857673,1202113
2007-11-19,54.500972747802734,54.500972747802734,52.380798643593565,52.98255062691985,3568799
2007-11-20,53.87738037109375,54.81274832483616,53.30368181828071,54.18293079872409,1547805
2007-11-21,51.766571044921875,54.12682773920829,51.48284113023806,54.12682773920829,1312972
2007-11-22,51.69485855102539,52.3184404441824,49.88647385440372,51.44542393140682,1889739
2007-11-23,52.9420166015625,53.26004487218665,50.722070014406405,50.722070014406405,6686671
2007-11-26,53.796321868896484,55.16508498431944,53.203918952748374,55.16508498431944,2844350
2007-11-27,51.10869598388672,53.93975635743284,51.10869598388672,53.93975635743284,1968330
2007-11-28,48.788963317871094,51.13362860517081,48.55512285099876,51.13362860517081,4691200
2007-11-29,49.2878303527832,49.761753290755145,48.951097839118965,49.01345571201975,2116756
2007-11-30,49.82410430908203,50.13589675404089,48.88873628598268,50.13589675404089,1857458
2007-12-03,49.68068313598633,51.05879828456878,48.01572488647175,50.49133855798909,3281421
2007-12-04,49.34083557128906,50.51004722769102,48.96668523394264,50.32297361098078,1934939
2007-12-05,50.00494384765625,50.510042566158724,49.3875978655609,50.073537500786216,3587785
2007-12-06,49.89582061767578,51.757210863141204,49.577795469373676,50.44768933875123,3349364
2007-12-07,49.68380355834961,51.25834447838442,48.38987306162794,49.948826065663866,2419402
2007-12-10,49.53726577758789,50.69089272570101,48.701667110445825,50.004952965403575,3127488
2007-12-11,52.00352478027344,52.0159994590921,49.63703568458597,49.88647028636418,6137032
2007-12-12,54.472904205322266,54.60385262618316,50.516280349104285,50.516280349104285,5023348
2007-12-13,57.197959899902344,57.197959899902344,53.00437559108875,54.999833867209176,8057971
2007-12-14,56.761444091796875,59.24017727288498,54.33883609964468,58.89097318837856,6867066
2007-12-17,56.42783737182617,59.115471426883985,54.875122989300344,57.24472873879086,4659362
2007-12-18,54.56956100463867,56.683502335494445,53.60613336206653,53.63419285460447,5869395
2007-12-19,55.76683044433594,56.558778468346425,54.26400272828085,55.68576211237004,2644135
2007-12-20,56.15034484863281,56.43407475920012,55.18691093110947,56.43407475920012,513925
2007-12-24,58.959571838378906,58.959571838378906,58.67895830042395,58.67895830042395,695703
2007-12-26,61.909114837646484,61.909114837646484,60.64324675936046,61.85922853323822,2004174
2007-12-27,65.00518035888672,65.00518035888672,59.93234770494482,64.75262634174901,3906989
2007-12-28,68.25715637207031,68.25715637207031,63.29345734586825,66.03720992133226,1647965
2007-12-31,71.6712646484375,71.6712646484375,70.11543417255515,70.11543417255515,1260035
2008-01-01,75.25686645507812,75.25686645507812,72.65341100435514,74.76111355058487,2840553
2008-01-02,79.02015686035156,79.02015686035156,72.0422897395993,78.22197615406127,9666830
2008-01-03,79.36002349853516,82.97367021870456,78.00997081000288,79.56892393776634,8934134
2008-01-04,79.11993408203125,82.31266950986716,76.90310399640978,80.74748383554046,2682758
2008-01-07,78.09415435791016,78.88297993592992,75.53435268896752,75.62788639887334,4345703
2008-01-08,76.11116027832031,80.37957388655089,74.2684835231779,78.57118930671221,4551151
2008-01-09,73.04315185546875,76.13923142947996,72.34785994863145,72.95896716636838,4389937
2008-01-10,70.33992004394531,75.43457358441894,69.84105087199623,72.34161079131185,2722439
2008-01-11,66.91959381103516,71.71181466631786,66.82294373869226,71.71181466631786,2575774
2008-01-14,64.88983154296875,66.72315937005266,63.92639766880982,66.72315937005266,1765114
2008-01-15,68.13556671142578,68.13556671142578,66.13075326311476,67.34673493393565,1278003
2008-01-16,67.72712707519531,71.21294192080383,64.93036525989221,66.09957707588583,2367808
2008-01-17,67.4122085571289,70.46464049018972,66.72627193569217,69.03040316478803,1219128
2008-01-18,64.26313018798828,67.6585275187785,64.04175816847655,65.85014284362752,1271322
2008-01-21,60.92384338378906,63.35581271091783,60.920727042275786,63.35581271091783,2613915
2008-01-22,57.877655029296875,57.99302175264568,57.877655029296875,57.880777578901075,307708
2008-01-23,57.840240478515625,60.487343114354466,54.984243619024596,57.877655203209585,2281284
2008-01-24,54.94993209838867,60.6120443719049,54.94993209838867,59.86375005693164,1628301
2008-01-25,57.69993209838867,57.69993209838867,55.49868999697274,55.49868999697274,1174515
2008-01-28,56.328060150146484,59.115466589386585,54.81587696313992,57.993024793093376,1483228
2008-01-29,56.328060150146484,58.990750834242895,54.25153972307783,58.928392956671054,775690
2008-01-30,55.52052307128906,57.12000725773185,54.9998332510951,56.32805912308327,551700
2008-01-31,54.68803024291992,56.12226725142078,52.74557511613906,56.12226725142078,1333380
2008-02-01,53.936622619628906,56.7458555989258,51.95363609491388,56.11603799184522,691227
2008-02-04,53.852439880371094,56.12227243453073,52.81729308601652,56.053675677282556,1963346
2008-02-05,54.24529266357422,54.8751102361432,53.45646718302849,54.8751102361432,557089
2008-02-06,52.190589904785156,53.815016925909674,51.63248857118693,52.234243513726646,445656
2008-02-07,52.22178268432617,54.80028866376596,51.44542245807842,54.68804448491895,735971
2008-02-08,49.61208724975586,52.44314686449673,49.61208724975586,51.13362543242067,1449642
2008-02-11,47.133358001708984,50.13590044036482,47.133358001708984,50.13590044036482,110533
2008-02-12,44.77933883666992,46.45677175865859,44.77933883666992,44.91029036453935,1535279
2008-02-13,43.469825744628906,46.89328255879423,42.540690258452024,42.540690258452024,5682477
2008-02-14,44.79181671142578,45.583764881009564,42.71529312669175,42.71529312669175,1819187
2008-02-15,45.61493682861328,47.033583018521604,43.96244707563992,44.274236423776095,1223760
2008-02-18,44.70138931274414,46.14497864824467,43.96868279380764,46.14497864824467,2468451
2008-02-19,44.851051330566406,46.266578073668605,44.39895522424099,45.52139998037716,753912
2008-02-20,44.01233673095703,45.52140349898009,43.3388685836489,44.46131653047114,386259
2008-02-21,43.9655647277832,45.147250964908515,43.6506559470475,43.6506559470475,893583
2008-02-22,42.7059326171875,43.650659026032756,42.094825476661256,43.34510235184373,948569
2008-02-25,41.24363327026367,43.650656269239505,40.57328464220274,43.650656269239505,2889498
2008-02-26,41.86098861694336,42.32243693988218,41.59284972658701,42.02935489693455,519901
2008-02-27,42.97407150268555,43.95620946042782,42.40349236343945,43.02707413770128,1784439
2008-02-28,42.830650329589844,43.027076067593164,41.46812621790359,43.027076067593164,1712202
2008-02-29,42.827537536621094,43.40123313210124,41.9046378158473,43.33887214865821,692232
2008-03-03,41.32781982421875,42.403494640269145,40.68864699691568,42.403494640269145,2182703
2008-03-04,41.66767120361328,42.20706832705056,40.782186352296016,40.850780008784085,1755889
2008-03-05,41.274818420410156,42.65293370854123,40.59823390369485,40.59823390369485,1663884
2008-03-07,39.9029426574707,40.77595605235807,39.21076710856814,39.97153632318908,1722550
2008-03-10,38.00725555419922,38.96756994264585,36.47948139370071,37.414852631900054,2366829
2008-03-11,41.35900115966797,41.807977852473755,37.78899890545477,39.03616259332292,3164246
2008-03-12,40.046356201171875,45.39667947144085,39.90916890253813,45.1472480193795,2847651
2008-03-13,36.526248931884766,38.72437184837068,36.10533481554925,37.41485333195997,1399575
2008-03-14,37.16230392456055,38.06961572540542,35.60647017818052,36.797508778233876,2778090
2008-03-17,33.458229064941406,36.7787965680263,33.44575749070913,34.923645245085964,4573529
2008-03-18,32.46049880981445,32.800350746911235,31.182159394834574,32.800350746911235,2553409
2008-03-19,32.57274627685547,35.16995953689757,31.7527386665975,34.92052803627555,1354023
2008-03-24,31.621780395507812,34.6087312912199,30.867247162863737,33.049778536429685,3509468
2008-03-25,34.57756042480469,34.786460862779116,32.49791748633895,32.92507049178793,4395092
2008-03-26,33.76689910888672,35.85589381688921,32.73799122130452,34.61496918600807,1367802
2008-03-27,35.65947341918945,37.14359394792239,32.74423189957756,33.049785487037795,1735742
2008-03-28,37.93241500854492,39.22634210112316,36.16768143686692,36.479470723762255,2133824
2008-03-31,37.3961296081543,40.80399694725632,37.10304771548794,37.10304771548794,7015179
2008-04-01,37.470970153808594,39.7220985010859,35.547222165595976,39.285590321024415,1250536
2008-04-02,38.45000076293945,39.47267314115664,37.782768315420874,38.65578177544917,1020661
2008-04-03,39.98088455200195,40.40803752607969,37.617515001354505,38.35334099301099,716894
2008-04-04,38.55912780761719,40.15861211839094,37.851361199176516,40.033896355826876,1919855
2008-04-07,39.6223258972168,40.782188540649855,37.48344464955667,39.223235510780285,681950
2008-04-08,40.192901611328125,40.84142343315885,39.288709428888424,39.603615107718376,467094
2008-04-09,41.59284210205078,41.77679626672702,39.410307338622324,39.909173402925525,521937
2008-04-10,42.05429458618164,42.34114081735848,41.468130548559394,42.091709311987316,605577
2008-04-11,42.391021728515625,42.958481435010036,40.85077927476067,42.84000148502317,674630
2008-04-15,44.19005584716797,45.206492248913975,41.16880613193136,41.46812701681041,1249100
2008-04-16,45.013179779052734,45.80200834577537,44.46131110609194,44.89781617354795,1031218
2008-04-17,46.858978271484375,48.29009595248861,45.83318671959789,46.14497604968848,1700720
2008-04-21,49.060218811035156,50.1951382188464,47.7039305233265,50.1951382188464,872431
2008-04-22,49.35642623901367,50.185789089925436,48.0157288072536,48.0157288072536,1556352
2008-04-23,48.23710250854492,49.69939949525216,48.018849921855725,49.574683731429765,1070820
2008-04-24,48.45534896850586,49.07581132728856,48.0780823028485,48.63930313313775,192621
2008-04-25,49.9675407409668,50.37910275539972,47.76629823078124,48.01573285860636,1264745
2008-04-28,51.47971725463867,51.75721134052275,50.51004767684569,50.9340843157522,683398
2008-04-29,52.85783004760742,53.09791251692376,51.44541955428236,51.44541955428236,843816
2008-04-30,52.7237548828125,54.87511066364599,52.25607397172605,54.87511066364599,1843966
2008-05-02,54.335723876953125,54.812760083736876,52.773648195354205,53.90545142200039,2294502
2008-05-05,54.391841888427734,55.11519324821673,54.126822468054314,54.875116978180856,1438485
2008-05-06,53.7713737487793,54.75039539925429,53.20391403507021,54.25153244559864,2420980
2008-05-07,53.62483596801758,53.86491223382897,52.06900233720069,53.004373562325824,527809
2008-05-08,52.48992156982422,53.877388910335625,52.2747822504769,53.00437247395716,1165277
2008-05-09,50.971500396728516,52.69258393944923,50.51316846754505,52.69258393944923,799060
2008-05-12,50.198265075683594,51.13363639749319,48.07809090729554,50.07354931329917,629900
2008-05-13,51.055686950683594,53.62795402199608,49.8864721059656,51.25834849811749,1488448
2008-05-14,51.42670822143555,51.754088584612646,49.01345249091925,49.01345249091925,438962
2008-05-15,52.196842193603516,53.303696121161494,50.510053771261475,51.88193334604858,1338169
2008-05-16,53.5811882019043,53.815025574753825,52.449385022994356,53.627951951762945,472418
2008-05-20,54.098758697509766,55.96015222157904,52.69258699511503,53.004376385454634,1961949
2008-05-21,54.937469482421875,55.18690096140881,53.939743566474135,54.25464925673223,1148653
2008-05-22,53.68407440185547,55.186902200417784,53.00748684402451,55.02477173543626,861053
2008-05-23,53.465816497802734,54.87511053423421,48.71725084224461,48.71725084224461,571273
2008-05-26,51.922454833984375,52.87965277606103,51.164805176016,51.164805176016,529401
2008-05-27,52.10641860961914,53.30992866020729,51.8850435049918,51.944285036194636,830885
2008-05-28,53.25068664550781,53.56559234875005,51.76968252206962,53.001255156236354,760671
2008-05-29,52.45250701904297,54.09564494458892,51.86322659506125,53.31616832750789,1344093
2008-05-30,49.365779876708984,53.75266715507941,48.45223237114946,53.75266715507941,1627883
2008-06-02,49.52167510986328,50.82184144675957,48.021963574922715,50.82184144675957,382736
2008-06-03,47.26430892944336,48.885619809118836,45.95790685529659,48.63930466278266,1287919
2008-06-04,46.04520797729492,48.55512319427943,45.21896461960576,46.46300882449373,723901
2008-06-05,44.94147872924805,46.62514779154109,44.280482060245085,46.45678150609709,1248604
2008-06-06,45.60870361328125,46.0857428947902,44.897820755522076,46.082626553096034,758127
2008-06-09,43.29209518432617,45.09736003078073,42.09793741447087,45.09736003078073,880064
2008-06-10,41.78926467895508,43.21414655761491,41.34340438988875,43.21414655761491,766008
2008-06-11,44.68891906738281,45.22208352360049,41.90463235029532,42.10417753872248,760436
2008-06-12,47.17389678955078,47.63534509338667,43.34199116367782,43.65378055816152,1575011
2008-06-13,49.78981399536133,49.886470252676794,47.40461753894563,48.12797198615446,1049498
2008-06-16,50.26995849609375,54.18916376121445,49.468655380821296,54.18916376121445,1093837
2008-06-17,51.37994384765625,52.63022383328678,50.19825752101405,52.63022383328678,1100909
2008-06-18,51.36747360229492,52.38079370127374,50.51316763250243,50.51316763250243,572187
2008-06-19,50.859256744384766,51.43918498273453,48.764022829536366,50.011186539216006,1407130
2008-06-20,48.601898193359375,51.44542695092746,48.015734097078365,51.44542695092746,1138345
2008-06-23,45.483978271484375,48.015716698771534,45.33431940751328,48.015716698771534,673573
2008-06-24,41.00043487548828,45.83318481018827,40.93807701206799,45.52139549308682,929727
2008-06-25,39.575557708740234,41.031618647247775,38.14132047304135,38.22550515055183,907597
2008-06-26,39.73146438598633,41.96388304188686,39.34796181291989,41.468139371448785,947708
2008-06-27,39.67845153808594,40.09625242774852,37.41797068380139,38.662015015129526,308517
2008-06-30,38.26292037963867,40.3456794989844,37.72663957993888,39.597381935839124,512425
2008-07-01,36.73514175415039,39.78757005360435,36.230043056922845,38.038427316576225,829932
2008-07-02,37.87318801879883,38.2878694813884,33.455118161223545,37.41485603930122,1449146
2008-07-03,36.345401763916016,39.22322790290843,35.55657327301599,37.040696567563074,274147
2008-07-04,37.31196212768555,37.35249630047617,35.66882738132735,35.67194682720028,558538
2008-07-07,41.53360366821289,43.77537702325783,37.78899932520351,38.814791019799976,1290960
2008-07-08,41.50865936279297,43.1517939711121,37.49279992862595,39.09851981317058,484592
2008-07-09,42.521976470947266,46.017145868739,41.92022148716284,42.93353840359205,2277826
2008-07-10,40.43921661376953,43.896974588028414,40.15860618942932,42.09170643162488,1406203
2008-07-11,38.55912780761719,41.78303958167751,38.166270051613985,41.156341322829874,902090
2008-07-14,37.46161651611328,38.95821162012943,37.012639847263955,38.518587079918206,1016277
2008-07-15,35.0296516418457,37.16541636796025,34.73345021864412,35.85589493989552,798225
2008-07-16,35.035892486572266,37.099944410927634,34.29695009652577,34.792696767709366,1035445
2008-07-17,36.897281646728516,37.41485515316339,35.23543949362785,37.22778151370247,656975
2008-07-18,38.05401611328125,38.5372911213323,36.79438413026109,38.5372911213323,528592
2008-07-21,38.41880798339844,39.597374643548896,36.97833520682817,37.726632632166286,339676
2008-07-22,39.63792037963867,39.90917870232623,38.03843614465008,38.03843614465008,436770
2008-07-23,40.694881439208984,41.65519564203648,39.91228559557916,41.40576108385071,907179
2008-07-24,40.192901611328125,42.71528511085902,39.924759677222404,41.53047942081685,564605
2008-07-25,39.5069694519043,40.76972116363777,37.414854841542024,37.555161621932285,424126
2008-07-28,40.239662170410156,40.84453649438449,37.97606572670581,40.53274720569938,1001558
2008-07-29,39.31365966796875,40.408041991694816,38.817912980078816,39.83434950735185,297948
2008-07-30,39.927879333496094,40.53275375520944,39.65973739797379,40.25214024612451,263500
2008-07-31,39.73768615722656,39.90917184512549,39.478899454669275,39.90917184512549,293407
2008-08-01,40.698001861572266,40.84454440760803,38.674481226155876,39.4820202961908,581190
2008-08-04,40.408042907714844,41.77368669077668,40.2521482073485,40.532761771934254,150187
2008-08-05,41.12515640258789,41.21869321091068,39.97153266268086,39.97153266268086,142802
2008-08-06,40.30827331542969,42.091715028914166,36.97834985074743,36.97834985074743,379853
2008-08-07,40.51716995239258,41.012916641762416,39.09852355109406,39.09852355109406,182508
2008-08-08,40.495338439941406,41.031619240291604,39.69091879137907,41.031619240291604,338737
2008-08-11,41.25299835205078,45.51828992615788,40.84455267015293,43.58830880897405,396333
2008-08-12,40.76971435546875,42.091704279814756,40.2209620053308,41.15633314257278,382332
2008-08-13,41.34341049194336,41.77991871759928,35.927612017173175,35.927612017173175,354330
2008-08-14,40.25214385986328,41.5928443460624,40.03389130292305,40.53275739414101,274878
2008-08-18,40.00583267211914,40.40180675948236,39.285597610885006,40.22096890866973,393436
2008-08-19,39.87175750732422,40.220961569310006,39.291826229029226,39.291826229029226,448057
2008-08-20,39.9029426574707,40.40492512673647,39.694042214456175,40.033894201114876,462214
2008-08-21,39.2076416015625,39.91228861711817,38.662008702098575,39.535021962026,476359
2008-08-22,39.87800216674805,40.15237684792636,37.53957227674445,37.53957227674445,198088
2008-08-25,38.45000076293945,41.465015249362345,38.10079662049872,39.87800248184467,5564571
2008-08-26,36.417118072509766,39.90293521402665,34.982880939904824,35.4069175346272,7309512
2008-08-27,35.3009147644043,36.69773429499142,34.9205286157178,36.660319569277284,5643488
2008-08-28,34.86128616333008,35.85589572577842,34.43413320874491,35.84030781049232,1386540
2008-08-29,36.69773483276367,37.29013776917805,34.920529127446706,34.920529127446706,380923
2008-09-01,35.90578842163086,36.4108903544646,35.325860136589036,36.23005250213973,502925
2008-09-02,36.632259368896484,36.79127039814498,36.18327956507899,36.535603110706816,317481
2008-09-04,35.9743766784668,41.46812681744733,35.60646524114731,38.655774431725405,177510
2008-09-05,35.44744873046875,35.79353644167652,35.045238939383424,35.79353644167652,197214
2008-09-08,37.95425033569336,39.65974291345465,36.41712402444229,36.541839777412825,2394205
2008-09-09,38.12885284423828,39.09540304520458,37.53956935246686,37.976077596991814,1112444
2008-09-10,40.98173141479492,43.88138165144029,37.417965213662065,38.163146408307156,9199435
2008-09-11,39.78758239746094,42.11977654097308,39.285599885726356,40.96926894001736,4167188
2008-09-12,38.5061149597168,41.65519979977479,38.03843093629778,40.4080361961391,2303218
2008-09-15,35.48174285888672,37.89499821240422,34.995348454284375,37.41484269763328,885192
2008-09-16,36.44829559326172,37.664277042793216,33.2119100423314,33.98515065833457,1483829
2008-09-17,36.800628662109375,38.59342237146227,36.23628829505599,37.35249745313866,3354153
2008-09-18,35.03129577636719,36.08904361015973,33.74755748395943,33.74755748395943,2971129
2008-09-19,35.342037200927734,37.03380852804673,34.651517080299556,36.72307431753141,4690312
2008-09-22,34.9591064453125,36.72306951740316,34.679759407491765,36.22087227950217,1131090
2008-09-23,35.02815628051758,35.93524903650471,34.21208776506155,34.21208776506155,595569
2008-09-24,35.90700149536133,36.09532429064413,34.52596453863513,34.58873880372939,650190
2008-09-25,36.40919876098633,36.723070086631964,35.46758165939711,35.53035592452623,1310493
2008-09-26,34.83356475830078,37.49520345522073,34.21209629644702,36.09847111645157,1879614
2008-09-29,31.198915481567383,36.032549438311726,30.138027294111705,35.05326779414861,1635451
2008-09-30,29.400426864624023,30.445623114523375,28.000557562606357,29.817877309438085,2140478
2008-10-01,30.731245040893555,31.07336633560551,29.378454990077614,29.378454990077614,919314
2008-10-03,29.152467727661133,31.41862487138918,28.939035233449488,30.382846407180462,739715
2008-10-06,25.109783172607422,28.86997306756421,24.795911937519683,28.185733775072936,1786278
2008-10-07,25.41424560546875,26.462578893427875,24.168171832164575,25.737534613365536,1002380
2008-10-08,21.691720962524414,25.109790669412252,21.04514446287542,25.109790669412252,1389384
2008-10-10,19.070884704589844,21.78274217613134,18.832342510820787,21.092223737105368,1486034
2008-10-13,20.119220733642578,21.035728129973077,19.46008782456417,19.46008782456417,691593
2008-10-14,20.225934982299805,23.226553934995366,19.547969860777776,21.468869996872858,1186703
2008-10-15,19.16504669189453,20.21338157877444,18.83234309551859,19.585637381776735,501699
2008-10-16,18.83234405517578,19.334539750830025,17.576854034877076,18.518471159519557,1051965
2008-10-17,18.66912841796875,19.836732743509835,18.220289347813704,19.208987037734683,754291
2008-10-20,19.708051681518555,20.05644892306407,18.957895937682018,18.9798669348966,884188
2008-10-21,21.233463287353516,21.343318231878676,20.037610623727875,20.08783002693938,583004
2008-10-22,21.293102264404297,21.90829161533462,20.489588558717987,20.715577471959946,500250
2008-10-23,20.379732131958008,20.71557598331662,19.2089875028383,19.2089875028383,308752
2008-10-24,18.524747848510742,20.23849150955437,17.63962759911411,20.23849150955437,1853778
2008-10-27,18.81037139892578,19.92147894533984,15.819166920442438,18.45569526129153,1411253
2008-10-29,21.773326873779297,22.316325819108172,20.778351665821425,22.2849386871427,905026
