Price,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,
2002-08-21,-0.00915075559169054,-0.009238859065456592,-0.009103767985953392,-0.009180123416279225,507062
2002-08-22,-0.00918012298643589,-0.009250607589357905,-0.009103767559685269,-0.00918012298643589,495383
2002-08-23,-0.009209491312503815,-0.009279968610436382,-0.009103768056766933,-0.00922711018018458,519588
2002-08-26,-0.00918012298643589,-0.009397439396588205,-0.009144884339393698,-0.009274097279905254,552014
2002-08-27,-0.009127267636358738,-0.009262350519116554,-0.009074401887623264,-0.009209492992825365,504152
2002-08-28,-0.009144884534180164,-0.00922123996255716,-0.009080278062548266,-0.00922123996255716,491338
2002-08-29,-0.009092018939554691,-0.009162503545084324,-0.009045032247884062,-0.009162503545084324,489146
2002-08-30,-0.009115517139434814,-0.009133136007358211,-0.009050910664761701,-0.009092019224838507,488768
2002-09-02,-0.00921536237001419,-0.0092740980211358,-0.009150755894594752,-0.009150755894594752,514408
2002-09-03,-0.009191871620714664,-0.009232981094230371,-0.009121387013257794,-0.009221240359422487,493035
2002-09-04,0.03643789514899254,0.03674252558721042,0.03632072819392752,0.0366253586321454,478760
2002-09-05,0.036484770476818085,0.036742526851980255,0.036367603517719886,0.036742526851980255,492461
2002-09-06,0.0364144928753376,0.03667224571373382,0.035969272823699584,0.03667224571373382,510128
2002-09-09,0.03599269315600395,0.036203575533630836,0.0351490980363496,0.0351490980363496,488272
2002-09-10,0.03599269315600395,0.03599269315600395,0.03599269315600395,0.03599269315600395,0
2002-09-11,0.0358520969748497,0.03629731327175144,0.03543029949401721,0.03629731327175144,564188
2002-09-12,0.03573492541909218,0.03596925934785145,0.03526625391662217,0.03526625391662217,504609
2002-09-13,0.03596926108002663,0.03622701747922028,0.03554746363289884,0.03622701747922028,513534
2002-09-16,0.0356646366417408,0.03608640500067038,0.035383428576169794,0.03585210018056623,511485
2002-09-17,0.03561776876449585,0.03592239567015615,0.03514909712636594,0.03550059812124899,499846
2002-09-18,0.03550059348344803,0.035828646456005316,0.03526625951747274,0.03526625951747274,506044
2002-09-19,0.035383421927690506,0.03561775950833325,0.035266254959844916,0.035383421927690506,485989
2002-09-20,0.035266246646642685,0.03538341358686888,0.03503194192579589,0.03538341358686888,492578
2002-09-23,0.03540688380599022,0.03557089573879099,0.0350553828005978,0.03514909817727271,527652
2002-09-24,0.034446123987436295,0.03526626380852476,0.033274475884710775,0.033274475884710775,568011
2002-09-25,0.03404776379466057,0.03468044344486209,0.033321336006150504,0.033321336006150504,528109
2002-09-26,0.033860303461551666,0.0344461127418561,0.03364939200051099,0.03421177517891945,539331
2002-09-27,0.033743131905794144,0.03421177051831283,0.03093120546196156,0.03093120546196156,602772
2002-09-30,0.03306359052658081,0.03395402682059729,0.031048383965235807,0.031048383965235807,506827
2002-10-01,0.031868524849414825,0.032805835261445204,0.030087623038214596,0.030087623038214596,517996
2002-10-02,0.031868524849414825,0.031868524849414825,0.031868524849414825,0.031868524849414825,0
2002-10-03,0.031493593007326126,0.03186851634307332,0.03050941241670605,0.03050941241670605,514160
2002-10-04,0.0313764326274395,0.03205598655560207,0.031282717264893505,0.03205598655560207,496179
2002-10-07,0.032079413533210754,0.032149706443681106,0.03139985950939119,0.03139985950939119,497445
2002-10-08,0.03395402804017067,0.03421178448521568,0.03198569549269306,0.03198569549269306,519836
2002-10-09,0.034867919981479645,0.03538343293059587,0.03414149548980119,0.03444612605597672,561304
2002-10-10,0.033860303461551666,0.034563279700848784,0.03332133909513661,0.03332133909513661,502860
2002-10-11,0.03453986346721649,0.035031953848795615,0.033977476542527175,0.034422696487112936,556829
2002-10-14,0.03439925238490105,0.03479762749422899,0.0340946509746232,0.03456329348280401,493752
2002-10-15,0.03439925238490105,0.03439925238490105,0.03439925238490105,0.03439925238490105,0
2002-10-16,0.03421177715063095,0.03465702620026911,0.033977472378752274,0.03465702620026911,497797
