Ticker,Date,Close,High,Low,Open,Volume
ADANIENT.NS,2020-02-11,242.91259765625,246.1804831173313,241.2786473705686,242.81356487156089,3533751
ADANIENT.NS,2020-02-12,247.269775390625,248.95322700734138,242.615521470192,243.50675611719421,4490312
ADANIENT.NS,2020-02-13,249.00274658203125,250.29009728547686,245.83389377297578,247.36881133822703,2563148
ADANIENT.NS,2020-02-14,253.65699768066406,256.08316498702624,249.10177654135214,250.04252758347118,4968325
ADANIENT.NS,2020-02-17,250.0425262451172,254.89483061130574,249.2007928849318,254.39969689596887,2411524
ADANIENT.NS,2020-02-18,247.02220153808594,249.20078681040653,242.86308145269547,249.20078681040653,2430446
ADANIENT.NS,2020-02-19,251.52792358398438,253.01332470751186,247.46782113556333,247.56685392124447,2101729
ADANIENT.NS,2020-02-20,256.1327209472656,258.4598559626913,250.1911150630658,250.7357652911745,3108173
ADANIENT.NS,2020-02-24,244.84361267089844,253.35991828617261,241.72427643022496,252.32013450252103,3309214
ADANIENT.NS,2020-02-25,244.05140686035156,249.29982729923393,240.04082071789043,247.3688088188732,3309962
ADANIENT.NS,2020-02-26,240.4369354248047,243.9028714355527,238.65445102579218,241.62525332071905,2897390
ADANIENT.NS,2020-02-27,231.87110900878906,239.10006415506567,229.79155650497682,239.10006415506567,3568055
ADANIENT.NS,2020-02-28,216.52198791503906,224.5926772957166,214.88805254578577,218.84912263879565,3364181
ADANIENT.NS,2020-03-02,216.47247314453125,224.49363051712393,214.04630577544526,220.8296439313508,3162614
ADANIENT.NS,2020-03-03,223.55288696289062,226.42465665384896,217.11614824635114,218.84911636234253,2992170
ADANIENT.NS,2020-03-04,218.9481201171875,224.79069151781124,211.47159850059623,223.89945693476045,5216787
ADANIENT.NS,2020-03-05,219.591796875,224.64216668038654,217.2151611491013,221.57233168334272,3159080
ADANIENT.NS,2020-03-06,212.659912109375,214.64044679723878,205.48047386586873,213.00651172386335,4375226
ADANIENT.NS,2020-03-09,197.75640869140625,206.47076535932385,195.33025643705818,204.98536416968844,2763988
ADANIENT.NS,2020-03-11,193.84483337402344,203.0048063431663,190.37889765596938,195.47876845413668,3763186
ADANIENT.NS,2020-03-12,160.57186889648438,182.11018699674955,158.88841717047424,178.34718258929732,4834390
ADANIENT.NS,2020-03-13,147.30226135253906,159.7796354171014,128.48718259154248,144.5295098814941,7463176
ADANIENT.NS,2020-03-16,133.38900756835938,140.91504539040145,127.3978871441354,139.62769482738366,6582749
ADANIENT.NS,2020-03-17,132.10165405273438,141.16260907007293,129.22988487734975,134.37927190404636,6388061
ADANIENT.NS,2020-03-18,128.9328155517578,135.66663705539585,125.86298804912374,134.57733684514494,4255688
ADANIENT.NS,2020-03-19,127.64546203613281,131.65604803510914,117.04960385990651,119.82235560674701,5517080
ADANIENT.NS,2020-03-20,136.35983276367188,140.22188510917604,127.4474251959772,136.65691603798496,4496351
ADANIENT.NS,2020-03-23,120.5991439819336,134.66405485591395,117.90585831856997,122.7437952665355,1456143
ADANIENT.NS,2020-03-24,130.02561950683594,132.6191400627859,116.11033065069303,124.68892732883526,5125923
ADANIENT.NS,2020-03-25,131.97079467773438,134.56431584189613,124.68895656988889,125.686468222448,2771318
ADANIENT.NS,2020-03-26,139.9010009765625,151.62176219919786,131.72140895471694,134.66406511112967,7980255
ADANIENT.NS,2020-03-27,127.68147277832031,150.62423741817474,125.93582764267921,145.6366798877716,4378366
ADANIENT.NS,2020-03-30,128.3797149658203,129.47698360124065,120.6988801803264,123.69141439967333,2397592
ADANIENT.NS,2020-03-31,137.25758361816406,138.10545923058928,129.12785604913188,131.37225684449623,2200227
ADANIENT.NS,2020-04-01,133.61668395996094,138.60424226545274,131.47203997692748,138.60424226545274,1997603
ADANIENT.NS,2020-04-03,128.72886657714844,134.26505863803476,127.68147642171296,133.66654562898074,1761897
ADANIENT.NS,2020-04-07,137.80621337890625,141.14788313147696,130.67401194504228,130.67401194504228,2463474
ADANIENT.NS,2020-04-08,137.75633239746094,146.78379851984968,134.5642836951799,136.5094431296375,3237290
ADANIENT.NS,2020-04-09,142.0955047607422,145.8860513616528,139.65160472226592,139.65160472226592,2359428
ADANIENT.NS,2020-04-13,145.63668823242188,148.62922292212917,136.2102070040076,141.6466419794788,2204560
ADANIENT.NS,2020-04-15,144.8885498046875,150.57436248435673,142.84364812300507,147.68158513424268,3413325
ADANIENT.NS,2020-04-16,142.9434051513672,144.48955106549704,140.20024844658832,141.64663711948995,2685695
ADANIENT.NS,2020-04-17,143.54190063476562,148.1803383027836,141.1977577116672,146.5843137936299,2383979
ADANIENT.NS,2020-04-20,146.33494567871094,155.06317199994578,142.24515733496645,145.6366906171759,6835058
ADANIENT.NS,2020-04-21,135.61167907714844,142.64413786941955,133.81615541644692,142.64413786941955,3576177
ADANIENT.NS,2020-04-22,137.25758361816406,138.4545943315283,131.771270562829,135.66155918646706,6012030
ADANIENT.NS,2020-04-23,140.15037536621094,142.1453985030965,137.15784066088258,140.15037536621094,3371195
ADANIENT.NS,2020-04-24,134.31491088867188,140.20023758643708,133.7662917668675,136.80868951802574,1823167
ADANIENT.NS,2020-04-27,134.2650604248047,138.00572872912704,133.76630465089505,136.06056903422478,2996533
ADANIENT.NS,2020-04-28,138.95335388183594,141.54687462858413,134.7139300407727,135.61168429525912,5721109
ADANIENT.NS,2020-04-29,139.15284729003906,140.34985798600508,135.3124221187973,139.65160301509297,4774187
ADANIENT.NS,2020-04-30,141.04812622070312,147.08307410552896,139.95087265489184,141.09800484206232,4899422
ADANIENT.NS,2020-05-04,131.22264099121094,137.15783137756762,129.6764951206094,136.55931838868392,6012691
ADANIENT.NS,2020-05-05,132.3697967529297,136.01072351360116,131.47204233019988,134.66407665868618,3112486
ADANIENT.NS,2020-05-06,132.9184112548828,135.06305495415785,126.98322070079837,133.31740977820255,6685480
ADANIENT.NS,2020-05-07,134.56431579589844,135.31244953506203,129.67651478835754,130.77378369412543,2423478
ADANIENT.NS,2020-05-08,136.80870056152344,139.00323810915617,135.86106765003734,136.55932267845773,2431204
ADANIENT.NS,2020-05-11,139.7014923095703,142.94340477020987,137.15783487321258,137.5069699957625,2900696
ADANIENT.NS,2020-05-12,139.55184936523438,140.34986158997572,132.86852552205787,138.15533938754993,2901801
ADANIENT.NS,2020-05-13,140.7987518310547,144.6391774588056,140.39975329190958,144.6391774588056,3115038
ADANIENT.NS,2020-05-14,140.5493621826172,141.99576601287552,137.0580719842616,139.2027308100276,1587450
ADANIENT.NS,2020-05-15,140.69898986816406,143.34238906224516,139.65159982531094,141.04810973523746,2145697
ADANIENT.NS,2020-05-18,135.5618133544922,146.03568461387118,134.0156826309528,144.43967526874252,4941536
ADANIENT.NS,2020-05-19,139.3523712158203,145.53694025763997,134.1154351752697,137.45710521328218,5564024
ADANIENT.NS,2020-05-20,140.99826049804688,142.8436476913996,137.65659079265168,139.15285808387617,2872608
ADANIENT.NS,2020-05-21,137.9558563232422,143.64166935782566,136.70896683228884,141.84614544668904,2682428
ADANIENT.NS,2020-05-22,137.75633239746094,140.84860864917334,136.2600652760728,137.65657516770855,2449109
ADANIENT.NS,2020-05-26,139.15284729003906,142.9433938446121,138.0057152107418,138.65409156498518,2657870
ADANIENT.NS,2020-05-27,140.6491241455078,141.24763714509243,138.15534534860166,139.40223474705473,2224751
ADANIENT.NS,2020-05-28,142.29502868652344,144.04067404828993,140.2501420108241,141.34739567715698,2816689
ADANIENT.NS,2020-05-29,147.9808349609375,153.21777025976598,140.74887669112675,140.74887669112675,9162612
ADANIENT.NS,2020-06-01,150.12547302246094,154.51451730821282,149.12796157380672,149.62671729813383,3985102
ADANIENT.NS,2020-06-02,149.57684326171875,152.22025781408632,147.881076791244,150.62423335904109,2482873
ADANIENT.NS,2020-06-03,150.2751007080078,157.50705905034718,149.22772581439196,151.3723694413794,5875845
ADANIENT.NS,2020-06-04,147.6317138671875,153.51702610194383,145.78631135552016,150.12549281764674,3146640
ADANIENT.NS,2020-06-05,152.07061767578125,154.61427492024544,148.08057187138783,148.52944898021872,4111095
ADANIENT.NS,2020-06-08,152.2701416015625,158.1055906246158,150.27511837601529,155.21281303590004,4899754
ADANIENT.NS,2020-06-09,151.52198791503906,156.31004606924964,150.6741122884586,153.81626736610008,3005643
ADANIENT.NS,2020-06-10,151.47213745117188,154.3649149055,149.8761128565517,152.3698917726341,4135121
ADANIENT.NS,2020-06-11,151.42225646972656,165.03828305108917,149.8761105216787,151.4721350914349,16533100
ADANIENT.NS,2020-06-12,151.92098999023438,152.91850139500175,140.64910807219982,143.64164228650196,4817295
ADANIENT.NS,2020-06-15,148.87860107421875,156.45969505644274,147.88108950923237,151.42225860909775,3214496
ADANIENT.NS,2020-06-16,145.836181640625,153.6167745653724,142.394769929915,153.1180188037965,2640377
ADANIENT.NS,2020-06-17,146.7838134765625,148.08058149139785,143.09302391189092,144.63916980570164,1252809
ADANIENT.NS,2020-06-18,147.4821014404297,149.07811092520785,145.63669882588346,146.33495392677514,2037814
ADANIENT.NS,2020-06-19,152.32000732421875,154.01577387813143,148.5294604725905,149.227730719041,5245179
ADANIENT.NS,2020-06-22,154.26513671875,155.81128248099265,153.21776189283332,154.11551609242377,4662143
ADANIENT.NS,2020-06-23,156.80880737304688,161.39736643795905,155.16291945890327,156.60930811388064,4790074
ADANIENT.NS,2020-06-24,154.41477966308594,162.59437072922717,153.11801169899616,158.704082057775,4078195
ADANIENT.NS,2020-06-25,161.2477264404297,168.77894124204516,152.6192581311461,152.86863600390942,14608370
ADANIENT.NS,2020-06-26,161.74647521972656,165.93603547836472,160.89859962133878,163.59187748702274,6772909
ADANIENT.NS,2020-06-29,159.35247802734375,163.14302514977928,156.35994322870818,160.99836607826566,2937549
ADANIENT.NS,2020-06-30,155.8611602783203,163.7414944536656,154.86364885253906,160.99833803276718,3827240
ADANIENT.NS,2020-07-01,157.25767517089844,158.6043217267162,155.66166597154742,156.75891944219808,1681231
ADANIENT.NS,2020-07-02,157.80630493164062,160.54946135979145,155.76140345921942,159.40232930543678,2152710
ADANIENT.NS,2020-07-03,159.60183715820312,163.4422624531493,157.0083012160554,159.60183715820312,4481657
ADANIENT.NS,2020-07-06,163.7913818359375,164.78889331510987,160.10059240716325,161.5469810077997,3515662
ADANIENT.NS,2020-07-07,167.73155212402344,170.22533086640152,162.89363049630046,164.09064124847842,8172143
ADANIENT.NS,2020-07-08,162.59439086914062,169.07821627189776,160.9983662201343,167.58194887126152,3650115
ADANIENT.NS,2020-07-09,162.34500122070312,164.68915940038917,161.04823318983037,162.59437910276256,1711099
ADANIENT.NS,2020-07-10,159.3025665283203,162.99335564081454,158.10555590005407,161.09809008112765,1950837
ADANIENT.NS,2020-07-13,155.66168212890625,162.04575003059713,153.96591551947134,161.04823846965678,2585981
ADANIENT.NS,2020-07-14,149.3773651123047,155.8611906430558,148.629231397218,155.5120554876876,2352010
ADANIENT.NS,2020-07-15,147.38232421875,153.46715046094758,146.6341905932741,149.72648233356816,2180415
ADANIENT.NS,2020-07-16,148.5294647216797,149.62673352250545,144.83867500562158,147.73146765288107,1473784
ADANIENT.NS,2020-07-17,151.22276306152344,153.5170275407941,148.62922684041018,149.3773605325599,2222846
ADANIENT.NS,2020-07-20,160.30010986328125,161.4971207300629,151.72151930066357,152.76889429608565,6329853
ADANIENT.NS,2020-07-21,166.88368225097656,167.68169452027735,158.70409073748405,161.04823370383372,6517373
ADANIENT.NS,2020-07-22,168.97845458984375,171.57199077122462,161.59687502871157,166.5844328999681,4611051
ADANIENT.NS,2020-07-23,169.52706909179688,170.27520268462987,164.9883889177799,167.93105989290993,2199241
ADANIENT.NS,2020-07-24,168.330078125,169.32758969907408,163.24276300889474,166.9834314116725,1801357
ADANIENT.NS,2020-07-27,165.53704833984375,168.62934041365153,162.5943921397604,168.23032663787225,1156539
ADANIENT.NS,2020-07-28,173.1181182861328,174.46474963521362,163.39238147478622,165.88616014436226,4829045
ADANIENT.NS,2020-07-29,178.65432739257812,190.37508828216465,171.6218678146625,173.56701232238763,15392378
ADANIENT.NS,2020-07-30,174.61439514160156,180.89872078053156,172.81887135607616,178.7540618736364,3403335
ADANIENT.NS,2020-07-31,174.8138885498047,178.20542152606737,171.6717334459383,173.5669991878232,2644457
ADANIENT.NS,2020-08-03,171.8213653564453,178.2553118423198,170.77397517948472,174.81390002157934,2789132
ADANIENT.NS,2020-08-04,181.64683532714844,183.54210093324124,171.77146315531576,173.56698675208682,4208453
ADANIENT.NS,2020-08-05,179.15306091308594,184.34011736273524,178.05579223952967,182.54459372455983,4042372
ADANIENT.NS,2020-08-06,185.4872589111328,187.5321605140936,177.05828984708305,179.65182581486027,6447296
ADANIENT.NS,2020-08-07,192.41995239257812,194.51473252346523,179.65181802410152,180.59945085633453,9386323
ADANIENT.NS,2020-08-10,195.21298217773438,197.80651796241725,191.87132804761123,192.41994715287967,4627306
ADANIENT.NS,2020-08-11,195.36264038085938,199.30280790322882,193.9162364772497,195.5122610229068,2965963
ADANIENT.NS,2020-08-12,197.20802307128906,200.2504362300309,189.72668672396537,195.31275728496084,3352636
ADANIENT.NS,2020-08-13,200.2504425048828,202.79409998684199,197.2579078721822,198.40504005972346,3552469
ADANIENT.NS,2020-08-14,195.71176147460938,203.99111031645813,190.97358165063298,201.89632999016231,6617104
ADANIENT.NS,2020-08-17,197.3077850341797,201.14819531858245,195.56213984468258,196.9087712869466,3227005
ADANIENT.NS,2020-08-18,213.168212890625,216.26050475058466,198.5047963080156,199.50230784725187,13367091
ADANIENT.NS,2020-08-19,238.95388793945312,244.78932120578287,213.71684340979246,213.71684340979246,19592028
ADANIENT.NS,2020-08-20,233.4176788330078,244.3903047610552,229.82663153186562,240.5997582144755,9484513
ADANIENT.NS,2020-08-21,232.7693328857422,243.8915808955127,230.5249318345565,236.510001304385,5797329
ADANIENT.NS,2020-08-24,248.08111572265625,253.2183092606522,234.4152107366412,235.41272227169074,11878911
ADANIENT.NS,2020-08-25,306.7846374511719,321.59768872556015,249.3778650852101,251.37288800589178,49264537
ADANIENT.NS,2020-08-26,284.8393859863281,302.0464587172384,277.55756448555303,298.25592733577844,26717004
ADANIENT.NS,2020-08-27,285.9865417480469,296.95916757743413,282.9940074309412,284.1910028928035,15748895
ADANIENT.NS,2020-08-28,287.53271484375,294.9142944964242,285.7870695671617,288.2808485337164,7256271
ADANIENT.NS,2020-08-31,278.8543395996094,296.8594412112611,269.57749442867225,289.2783473980202,15172187
ADANIENT.NS,2020-09-01,280.4004821777344,286.3356571988867,270.87422931064117,279.2533500679011,5169176
ADANIENT.NS,2020-09-02,292.32073974609375,305.23852615035287,279.7022250638263,282.29576111290805,17403674
ADANIENT.NS,2020-09-03,290.52520751953125,297.95667994003185,286.9341602395468,294.0164975669763,9061697
ADANIENT.NS,2020-09-04,284.4404296875,292.71979432084845,279.403008230391,283.2932974235843,6719721
ADANIENT.NS,2020-09-07,284.5401611328125,290.974122614661,281.3481120915658,284.44040389246686,5812023
ADANIENT.NS,2020-09-08,277.0089416503906,289.07880583375,272.869244782442,285.28827450302066,5660442
ADANIENT.NS,2020-09-09,282.34564208984375,286.1860677822201,273.71717296387976,276.21095192754785,6661093
ADANIENT.NS,2020-09-10,297.5576477050781,307.1836573680014,285.18851204840485,286.9341570527395,25430532
ADANIENT.NS,2020-09-11,295.263427734375,302.8943852344528,291.37313865998607,298.2559624749261,9743753
ADANIENT.NS,2020-09-14,292.4205017089844,303.24350800062336,289.42796709055716,301.04897043712225,6120182
ADANIENT.NS,2020-09-15,287.8319396972656,297.95670607629023,269.32811299933604,294.1661439987254,2552460
ADANIENT.NS,2020-09-16,296.3606872558594,302.0963786618281,289.3781064138105,291.9716425291845,6159158
ADANIENT.NS,2020-09-17,292.9691467285156,300.0514541944722,291.42298560158184,294.2658995328535,2466000
ADANIENT.NS,2020-09-18,290.824462890625,298.95420589184346,286.585039055825,296.85942567338003,2744172
ADANIENT.NS,2020-09-21,276.4104309082031,295.5127692273128,264.340536186457,292.2708569910638,6459206
ADANIENT.NS,2020-09-22,279.7022399902344,282.29577617772117,256.85923097442827,277.5575961888725,12535965
ADANIENT.NS,2020-09-23,282.8443908691406,295.51279986710244,277.75710626271274,283.24341984674334,8864848
ADANIENT.NS,2020-09-24,269.7769775390625,280.55008877122435,268.82932950700433,277.2583132396285,3689023
ADANIENT.NS,2020-09-25,279.6024475097656,282.8942535627058,274.3156489966652,275.2134032141457,7663618
ADANIENT.NS,2020-09-28,294.9642028808594,301.2983774148381,281.3980385457369,282.3955501815306,5875621
ADANIENT.NS,2020-09-29,297.1587219238281,306.23608425556216,291.4230297920057,299.15374527402724,10246726
ADANIENT.NS,2020-09-30,296.3606872558594,303.9417811155541,294.36566415813115,299.25346465923803,5618023
ADANIENT.NS,2020-10-01,307.3831481933594,311.1737099802296,295.2633901261693,299.0539214714059,6914312
ADANIENT.NS,2020-10-05,325.7872619628906,333.6675967239483,306.5851655893898,310.7248322257396,20009492
ADANIENT.NS,2020-10-06,326.3359069824219,330.32595329843286,319.5029465779255,328.58030803517806,7705557
ADANIENT.NS,2020-10-07,329.2785949707031,334.76490893269363,322.4456342206235,324.34090022825603,8234005
ADANIENT.NS,2020-10-08,315.4630126953125,328.9792813788054,309.72732155539774,328.1812843533844,4125845
ADANIENT.NS,2020-10-09,312.2210998535156,321.248566762083,309.727321100692,318.0066543834123,2468904
ADANIENT.NS,2020-10-12,314.56524658203125,321.8969619382468,312.22108855091005,314.2161114809478,2556329
ADANIENT.NS,2020-10-13,312.420654296875,316.0116718070145,308.97922700107904,314.7149188663129,1454109
ADANIENT.NS,2020-10-14,312.6200866699219,314.9143813016667,309.2784171778295,312.1712247761875,1517470
ADANIENT.NS,2020-10-15,306.3357849121094,325.0391253645546,304.5901398032145,314.21611960107936,4960658
ADANIENT.NS,2020-10-16,306.2360534667969,313.16877108838423,304.5901654566872,308.4804545101203,1871531
ADANIENT.NS,2020-10-19,316.1612854003906,318.45554969767426,308.5801918329646,309.1288109870347,3329571
ADANIENT.NS,2020-10-20,321.0989685058594,327.03417452791786,312.7198774006759,314.5153860512019,7198907
ADANIENT.NS,2020-10-21,311.22357177734375,323.8919793436519,305.23850308931793,321.19868625738684,4998821
ADANIENT.NS,2020-10-22,310.72479248046875,314.0165678325018,308.2310140496464,310.22603679430426,2380993
ADANIENT.NS,2020-10-23,314.6650085449219,321.6475889049722,312.5203345095988,313.2186047222576,4159352
ADANIENT.NS,2020-10-26,306.635009765625,317.9069072731217,304.2908517994298,317.2086370902948,4397393
ADANIENT.NS,2020-10-27,313.26849365234375,314.56527694702726,302.24600307653736,307.2335608830809,3549135
ADANIENT.NS,2020-10-28,318.0565185546875,320.00164753546443,309.078915881966,313.0190676789033,3098009
ADANIENT.NS,2020-10-29,328.0815124511719,331.52293915796,312.42060082539473,314.61510776803647,6897070
ADANIENT.NS,2020-10-30,338.85467529296875,346.63525296708644,328.82966625872336,330.22617629745787,14205844
ADANIENT.NS,2020-11-02,340.2511901855469,343.4432088279563,332.22120407540945,338.25616711842747,4272022
ADANIENT.NS,2020-11-03,343.94195556640625,348.73002906678965,339.30353314543737,343.14395853716,4078834
ADANIENT.NS,2020-11-04,350.97442626953125,358.6053831324227,336.6601302008141,341.7474449232867,9701398
ADANIENT.NS,2020-11-05,351.8722229003906,354.0667606344688,344.3908857728132,352.1216008046432,5361436
ADANIENT.NS,2020-11-06,351.22381591796875,352.9694610960485,344.19134136415164,351.1240586766084,3863486
ADANIENT.NS,2020-11-09,357.0093688964844,363.7924655350248,350.9744363437224,353.11908003527043,6278843
ADANIENT.NS,2020-11-10,358.60540771484375,360.849808736703,352.3210970302927,357.20889761179205,3590100
ADANIENT.NS,2020-11-11,359.2038879394531,361.7974238606401,353.1689252557018,358.3061337010207,2869576
ADANIENT.NS,2020-11-12,364.64031982421875,368.58050246019025,357.10912011027904,357.30863458867077,4199715
ADANIENT.NS,2020-11-13,367.6827087402344,370.72510633864476,361.1489907943815,363.09415020427156,2786714
ADANIENT.NS,2020-11-14,370.32611083984375,371.9221351836416,368.58046587292193,368.8797071191699,620753
ADANIENT.NS,2020-11-17,393.31878662109375,400.94977422777015,370.07677999991023,371.0742915362981,10496968
ADANIENT.NS,2020-11-18,393.518310546875,403.69294063881017,386.43597238026416,392.9696913653529,8656493
ADANIENT.NS,2020-11-19,384.7900695800781,397.5083414845395,376.85984080417137,389.0294935482319,7731483
ADANIENT.NS,2020-11-20,387.3337097167969,400.999629670789,384.0419338886909,384.14169112867745,5490838
ADANIENT.NS,2020-11-23,408.0321044921875,412.6705577478573,382.14669694722903,389.1292780905658,7318547
ADANIENT.NS,2020-11-24,406.18670654296875,414.4660400520717,403.1941719577552,408.8799694046793,6167783
ADANIENT.NS,2020-11-25,398.2565002441406,410.47601715833156,392.0220528389412,407.93237479366525,3448648
ADANIENT.NS,2020-11-26,400.94976806640625,410.5258543152661,398.156717542459,401.797628505998,5490958
ADANIENT.NS,2020-11-27,397.4085998535156,406.83509628255604,395.31381948688033,400.00213600070043,6429153
ADANIENT.NS,2020-12-01,420.8501281738281,422.89504517130035,394.11683009159293,397.00960757605577,7846125
ADANIENT.NS,2020-12-02,452.620849609375,460.7505623625165,418.3064596061043,419.5034551582717,16821595
ADANIENT.NS,2020-12-03,446.436279296875,455.86277556340747,442.14699183474914,452.6208630457246,6848649
ADANIENT.NS,2020-12-04,444.84027099609375,455.41386867100834,440.9000883466583,447.8826689313339,4131360
ADANIENT.NS,2020-12-07,456.411376953125,465.18949646243374,444.84026784800153,444.89013124659925,5371039
ADANIENT.NS,2020-12-08,450.77545166015625,461.1495654226461,445.438758917803,456.41138568309026,3872952
ADANIENT.NS,2020-12-09,447.982421875,456.960025397779,446.1868829054631,452.8702221490749,2798049
ADANIENT.NS,2020-12-10,446.1369934082031,451.12455062908856,436.95987594512053,446.88512699133594,3113868
ADANIENT.NS,2020-12-11,448.6806945800781,450.6757177315087,439.30409185668196,446.1370522386591,2940168
ADANIENT.NS,2020-12-14,454.0173645019531,460.8503245363276,445.88765166177154,449.87769776165317,3762369
ADANIENT.NS,2020-12-15,461.2992248535156,462.8952189676797,445.43876697969165,454.3665074587744,4779869
ADANIENT.NS,2020-12-16,462.09722900390625,466.3865165244275,456.41140094959957,461.3490953357942,4088505
ADANIENT.NS,2020-12-17,458.1570739746094,472.77064353174364,453.96754344395725,462.2468776967716,4912523
ADANIENT.NS,2020-12-18,454.0173645019531,463.0448620679169,449.6781832800047,459.85281301135717,2159692
ADANIENT.NS,2020-12-21,428.1319274902344,459.6034016326477,408.6305603334077,452.8701993298363,5350194
ADANIENT.NS,2020-12-22,457.6582946777344,460.40145148647366,417.05959217337573,427.1344650865273,8342699
ADANIENT.NS,2020-12-23,462.4463195800781,465.638337991486,453.0697179315144,456.86024930807184,4604130
ADANIENT.NS,2020-12-24,472.4713439941406,478.6559278387175,461.24933895154004,463.84287509415736,7985151
ADANIENT.NS,2020-12-28,489.6285705566406,505.73837666381723,471.52374126735816,471.82298256801886,13714406
ADANIENT.NS,2020-12-29,487.982666015625,497.9078877459367,483.4938640077031,490.7756861994549,5849496
ADANIENT.NS,2020-12-30,482.9451904296875,494.76570788585195,477.2094992596398,487.9826418092323,5419517
ADANIENT.NS,2020-12-31,478.3566589355469,482.79559757753236,434.6656645545656,479.80306288180384,7575962
ADANIENT.NS,2021-01-01,489.92779541015625,492.022575769372,475.8130129589264,475.8130129589264,5035248
ADANIENT.NS,2021-01-04,493.2694091796875,501.34925796640744,485.43893825402904,490.7756305690723,4936582
ADANIENT.NS,2021-01-05,493.1697082519531,500.15228915887457,488.381664949576,490.7756866007646,3654033
ADANIENT.NS,2021-01-06,489.67840576171875,499.40414321443404,483.04496015152733,494.7657206714663,3295461
ADANIENT.NS,2021-01-07,516.8106079101562,522.6460858582586,492.5710941960498,492.6708514197288,9879731
ADANIENT.NS,2021-01-08,516.7109375,525.2895117229476,512.8206184435074,521.6984948117761,3702267
ADANIENT.NS,2021-01-11,517.8582153320312,523.2946053056219,509.22971490828445,519.3045585678487,4148831
ADANIENT.NS,2021-01-12,524.0925903320312,535.2646709344377,515.813195798189,517.7084920878507,4878024
ADANIENT.NS,2021-01-13,534.716064453125,538.8557618183061,520.0027688085223,527.7833468710472,4948731
ADANIENT.NS,2021-01-14,530.77587890625,539.6537561800823,527.0851348256858,533.61882339391,3161306
ADANIENT.NS,2021-01-15,525.98779296875,536.1624222750893,517.5089453606788,533.3694022984961,3376852
ADANIENT.NS,2021-01-18,506.5862121582031,527.783300706398,500.8006272983513,526.6860624296438,5204588
ADANIENT.NS,2021-01-19,528.78076171875,530.6760577067222,511.02507121273413,511.02507121273413,4181185
